,id,population_mean,region,district,year
29080,878804259,0,43,591424,2020
38580,878923194,1,43,591424,2020
39738,878804518,-1,43,591424,2020
51057,878898930,72,43,591424,2020
2255,831394004,6,43,591432,2019
12467,831441456,12,43,591432,2019
15472,831395662,7,43,591432,2019
20745,831400061,1,43,591432,2019
31177,831462558,6,43,591432,2019
33234,831373730,7,43,591432,2019
43374,831420324,5,43,591432,2019
49681,831483767,687,43,591432,2019
3950,878784032,12,43,591432,2020
9710,878804004,2,43,591432,2020
15524,878826172,4,43,591432,2020
20126,878850359,-5,43,591432,2020
30839,878783799,-7,43,591432,2020
35437,878776307,7,43,591432,2020
41884,878826174,-2,43,591432,2020
50887,878874643,685,43,591432,2020
2830,831505293,2,43,591441,2019
9176,831393096,3,43,591441,2019
16984,831483769,1,43,591441,2019
23486,831483768,-1,43,591441,2019
29054,831505294,1,43,591441,2019
36328,831420326,1,43,591441,2019
40745,831397414,2,43,591441,2019
47023,831405642,136,43,591441,2019
490,878850364,2,43,591441,2020
10140,878801454,11,43,591441,2020
18228,878898934,7,43,591441,2020
22199,878793458,-1,43,591441,2020
31367,878898936,3,43,591441,2020
37957,878898933,1,43,591441,2020
39837,878850367,4,43,591441,2020
51725,878923205,137,43,591441,2020
4072,831420329,5,43,591459,2019
12795,831441463,12,43,591459,2019
19349,831441464,15,43,591459,2019
25894,831441462,4,43,591459,2019
31178,831462566,1,43,591459,2019
33238,831373742,9,43,591459,2019
40423,831400733,-3,43,591459,2019
46380,831397094,802,43,591459,2019
491,878850370,7,43,591459,2020
7049,878850372,13,43,591459,2020
15889,878789095,22,43,591459,2020
20127,878850371,6,43,591459,2020
31368,878898941,-3,43,591459,2020
37958,878898940,13,43,591459,2020
44392,878874649,-9,43,591459,2020
50888,878874652,797,43,591459,2020
3898,831483776,3,43,591491,2019
10361,831483777,3,43,591491,2019
15942,831505304,4,43,591491,2019
22470,831505302,-1,43,591491,2019
28586,831387622,-2,43,591491,2019
35182,831505300,2,43,591491,2019
43375,831420338,-1,43,591491,2019
47446,831392124,167,43,591491,2019
4465,878797688,3,43,591491,2020
12452,878923209,4,43,591491,2020
17780,878795070,7,43,591491,2020
22090,878826183,-1,43,591491,2020
32176,878923211,-4,43,591491,2020
38581,878923208,2,43,591491,2020
44393,878874656,-3,43,591491,2020
49887,878797127,162,43,591491,2020
2831,831505307,7,43,591505,2019
10536,831420340,6,43,591505,2019
14772,831403312,7,43,591505,2019
24617,831462573,1,43,591505,2019
30308,831420341,0,43,591505,2019
32976,831373765,8,43,591505,2019
39386,831397739,-1,43,591505,2019
46129,831393378,462,43,591505,2019
492,878850377,1,43,591505,2020
10099,878800397,3,43,591505,2020
18546,878898948,3,43,591505,2020
23587,878794696,1,43,591505,2020
28793,878801754,1,43,591505,2020
38692,878923212,2,43,591505,2020
39995,878850380,0,43,591505,2020
50363,878784818,460,43,591505,2020
1392,831395412,2,43,591521,2019
9416,831505317,8,43,591521,2019
18071,831462577,3,43,591521,2019
21803,831404300,-2,43,591521,2019
26791,831388710,3,43,591521,2019
36329,831420346,0,43,591521,2019
40010,831397041,5,43,591521,2019
50856,831462578,87,43,591521,2019
5416,878898950,0,43,591521,2020
11973,878898952,0,43,591521,2020
13729,878826191,1,43,591521,2020
23491,878797417,1,43,591521,2020
29402,878791091,0,43,591521,2020
38693,878923214,1,43,591521,2020
44394,878874663,-1,43,591521,2020
46522,878850384,86,43,591521,2020
2881,831505325,1,43,591548,2019
7193,831395969,13,43,591548,2019
18560,831462585,5,43,591548,2019
23377,831441489,3,43,591548,2019
30309,831420358,11,43,591548,2019
37174,831483790,4,43,591548,2019
44169,831483792,8,43,591548,2019
49587,831441491,329,43,591548,2019
581,878826194,5,43,591548,2020
9493,878793911,13,43,591548,2020
18178,878874669,8,43,591548,2020
25094,878898955,0,43,591548,2020
28702,878791705,5,43,591548,2020
37788,878874666,5,43,591548,2020
39996,878850386,5,43,591548,2020
46480,878826196,338,43,591548,2020
2481,831388890,2,43,591556,2019
6933,831405557,6,43,591556,2019
14793,831404751,0,43,591556,2019
25127,831462589,-2,43,591556,2019
31085,831483795,4,43,591556,2019
33092,831373797,0,43,591556,2019
42201,831505328,6,43,591556,2019
48731,831505329,80,43,591556,2019
2775,878789077,3,43,591556,2020
8792,878874672,2,43,591556,2020
13777,878850388,3,43,591556,2020
25095,878898959,-2,43,591556,2020
28416,878874674,-3,43,591556,2020
35610,878776362,1,43,591556,2020
45293,878923224,-1,43,591556,2020
46523,878850389,80,43,591556,2020
257,831393396,2,43,591564,2019
12010,831462593,5,43,591564,2019
18561,831462594,4,43,591564,2019
20774,831405655,-2,43,591564,2019
30310,831420366,-1,43,591564,2019
35236,831505330,0,43,591564,2019
39722,831405220,1,43,591564,2019
48172,831404850,170,43,591564,2019
4447,878795339,2,43,591564,2020
8793,878874675,1,43,591564,2020
18547,878898963,7,43,591564,2020
25896,878923231,0,43,591564,2020
30400,878785447,-6,43,591564,2020
38899,878923228,2,43,591564,2020
44825,878898964,-6,43,591564,2020
46524,878850394,173,43,591564,2020
661,831398100,4,43,591581,2019
11382,831483803,17,43,591581,2019
17961,831483804,14,43,591581,2019
20654,831388249,3,43,591581,2019
29113,831505335,6,43,591581,2019
37793,831462601,7,43,591581,2019
40604,831402901,3,43,591581,2019
50722,831483806,540,43,591581,2019
3012,878786956,6,43,591581,2020
11974,878898967,6,43,591581,2020
13778,878850397,12,43,591581,2020
20243,878826205,-2,43,591581,2020
28417,878874679,-8,43,591581,2020
35667,878776373,4,43,591581,2020
42895,878786625,-6,43,591581,2020
46819,878850398,545,43,591581,2020
4853,831483807,2,43,591602,2019
11383,831483808,1,43,591602,2019
15184,831390280,0,43,591602,2019
19743,831398781,-1,43,591602,2019
31686,831462607,0,43,591602,2019
35237,831505337,1,43,591602,2019
44170,831483809,1,43,591602,2019
48732,831505340,113,43,591602,2019
6232,878923243,3,43,591602,2020
10110,878797606,1,43,591602,2020
18548,878898969,2,43,591602,2020
21897,878874681,-2,43,591602,2020
31699,878898970,-3,43,591602,2020
35668,878776379,1,43,591602,2020
42731,878784234,-1,43,591602,2020
50619,878804622,111,43,591602,2020
96,831397006,12,43,591611,2019
7249,831397517,8,43,591611,2019
18563,831462609,23,43,591611,2019
23378,831441507,-4,43,591611,2019
31086,831483813,-19,43,591611,2019
37175,831483810,8,43,591611,2019
44761,831462610,-15,43,591611,2019
51329,831462611,840,43,591611,2019
2988,878804285,6,43,591611,2020
7622,878850409,13,43,591611,2020
17084,878797843,8,43,591611,2020
20712,878850408,2,43,591611,2020
30322,878798828,7,43,591611,2020
33222,878826214,8,43,591611,2020
43099,878793320,5,43,591611,2020
48483,878798238,835,43,591611,2020
4231,831420380,17,43,591629,2019
8072,831389744,10,43,591629,2019
17325,831420381,27,43,591629,2019
22527,831505345,1,43,591629,2019
29998,831441513,-16,43,591629,2019
37176,831483814,18,43,591629,2019
44917,831462613,-17,43,591629,2019
47975,831392476,1175,43,591629,2019
5533,878898974,14,43,591629,2020
7964,878805245,16,43,591629,2020
13730,878826219,29,43,591629,2020
20244,878826218,4,43,591629,2020
29714,878795229,-9,43,591629,2020
35663,878776393,18,43,591629,2020
45595,878923254,-13,43,591629,2020
46481,878826220,1166,43,591629,2020
2882,831505348,11,43,591637,2019
10260,831441515,16,43,591637,2019
13996,831395342,7,43,591637,2019
24499,831483818,-2,43,591637,2019
26571,831400427,7,43,591637,2019
33482,831373852,9,43,591637,2019
43089,831441516,9,43,591637,2019
48733,831505351,708,43,591637,2019
1065,878850413,7,43,591637,2020
9323,878789069,18,43,591637,2020
18650,878898979,10,43,591637,2020
20245,878826221,1,43,591637,2020
29282,878793964,9,43,591637,2020
38999,878923258,8,43,591637,2020
43450,878788769,8,43,591637,2020
52122,878923261,720,43,591637,2020
4232,831420386,4,43,591645,2019
8556,831405414,6,43,591645,2019
15998,831505354,6,43,591645,2019
23379,831441518,1,43,591645,2019
31853,831462619,1,43,591645,2019
37958,831462617,5,43,591645,2019
43090,831441519,0,43,591645,2019
47899,831405498,417,43,591645,2019
6233,878923262,6,43,591645,2020
9348,878795847,19,43,591645,2020
15328,878874695,9,43,591645,2020
24350,878800241,2,43,591645,2020
29887,878799355,12,43,591645,2020
35832,878776412,8,43,591645,2020
43550,878801916,10,43,591645,2020
49732,878796832,420,43,591645,2020
913,831403661,9,43,591661,2019
12078,831421870,11,43,591661,2019
14118,831404981,5,43,591661,2019
25188,831421869,-6,43,591661,2019
30879,831464123,0,43,591661,2019
33644,831377080,3,43,591661,2019
42268,831506879,6,43,591661,2019
50674,831464124,384,43,591661,2019
3772,878799380,4,43,591661,2020
11295,878786868,11,43,591661,2020
15329,878874699,9,43,591661,2020
23550,878785138,0,43,591661,2020
29159,878795151,2,43,591661,2020
35833,878776421,4,43,591661,2020
39941,878826224,2,43,591661,2020
49590,878794951,386,43,591661,2020
4854,831483829,1,43,591688,2019
6583,831388450,3,43,591688,2019
16167,831505363,8,43,591688,2019
25284,831462626,2,43,591688,2019
31087,831483831,-3,43,591688,2019
33483,831373869,3,43,591688,2019
44016,831420395,-5,43,591688,2019
48899,831505365,234,43,591688,2019
2820,878797974,1,43,591688,2020
10040,878790134,7,43,591688,2020
14192,878850427,4,43,591688,2020
21898,878874703,2,43,591688,2020
28418,878874706,5,43,591688,2020
39000,878923266,3,43,591688,2020
41667,878874705,3,43,591688,2020
48184,878874707,232,43,591688,2020
1562,831392978,2,43,591700,2019
10741,831441527,10,43,591700,2019
16168,831505366,3,43,591700,2019
22133,831389418,1,43,591700,2019
26929,831400222,8,43,591700,2019
37023,831420396,3,43,591700,2019
43559,831441528,7,43,591700,2019
46844,831403260,270,43,591700,2019
6234,878923268,0,43,591700,2020
7623,878850432,10,43,591700,2020
14193,878850433,1,43,591700,2020
20713,878850430,3,43,591700,2020
28419,878874713,12,43,591700,2020
34956,878874709,3,43,591700,2020
41668,878874712,9,43,591700,2020
51447,878898992,282,43,591700,2020
1336,831388779,1,43,591726,2019
8065,831387263,3,43,591726,2019
14878,831391849,12,43,591726,2019
24501,831483839,1,43,591726,2019
28247,831404551,-8,43,591726,2019
33892,831373890,2,43,591726,2019
44171,831483840,-9,43,591726,2019
50572,831420404,261,43,591726,2019
4457,878793668,2,43,591726,2020
7291,878826238,11,43,591726,2020
14194,878850439,1,43,591726,2020
24319,878796332,1,43,591726,2020
27308,878850440,11,43,591726,2020
35828,878776440,3,43,591726,2020
43720,878786817,10,43,591726,2020
51448,878898994,263,43,591726,2020
5653,831462642,16,43,591742,2019
7833,831403523,39,43,591742,2019
13757,831389213,39,43,591742,2019
25285,831462643,-4,43,591742,2019
30521,831441544,-4,43,591742,2019
36538,831441541,12,43,591742,2019
41440,831395450,0,43,591742,2019
50573,831420407,1659,43,591742,2019
2220,878874717,23,43,591742,2020
7292,878826242,38,43,591742,2020
16898,878790460,34,43,591742,2020
20714,878850442,-11,43,591742,2020
31806,878898998,-7,43,591742,2020
35834,878776449,12,43,591742,2020
42270,878789638,4,43,591742,2020
51449,878898999,1668,43,591742,2020
1554,831389599,7,43,591769,2019
11239,831420415,15,43,591769,2019
18614,831483852,10,43,591769,2019
22695,831505381,-1,43,591769,2019
27701,831405007,4,43,591769,2019
34039,831373915,6,43,591769,2019
44018,831420416,5,43,591769,2019
50574,831420417,593,43,591769,2019
724,878826247,7,43,591769,2020
7579,878826249,11,43,591769,2020
17235,878797145,13,43,591769,2020
25205,878899001,1,43,591769,2020
31807,878899004,-1,43,591769,2020
33378,878826246,8,43,591769,2020
44927,878899003,-2,43,591769,2020
51450,878899005,591,43,591769,2020
3042,831505385,4,43,591777,2019
7873,831389709,3,43,591777,2019
18615,831483856,7,43,591777,2019
21813,831404426,-3,43,591777,2019
30949,831420420,-7,43,591777,2019
37024,831420418,1,43,591777,2019
44801,831483857,-4,43,591777,2019
48898,831505389,136,43,591777,2019
5534,878899006,1,43,591777,2020
7580,878826251,0,43,591777,2020
14145,878826253,1,43,591777,2020
25897,878923281,0,43,591777,2020
28420,878874727,-1,43,591777,2020
34957,878874725,1,43,591777,2020
40507,878826254,-1,43,591777,2020
48878,878795120,132,43,591777,2020
36,831392807,6,43,591785,2019
7863,831387537,10,43,591785,2019
18616,831483860,3,43,591785,2019
20379,831401118,-1,43,591785,2019
31742,831483861,6,43,591785,2019
37839,831483858,5,43,591785,2019
39977,831394132,7,43,591785,2019
46605,831397351,355,43,591785,2019
2221,878874729,5,43,591785,2020
8794,878874730,4,43,591785,2020
18988,878899013,4,43,591785,2020
20811,878826257,-3,43,591785,2020
32129,878899015,-3,43,591785,2020
35995,878776471,2,43,591785,2020
43320,878787324,0,43,591785,2020
46976,878850453,353,43,591785,2020
5549,831483864,3,43,591793,2019
10924,831441566,20,43,591793,2019
13500,831399970,7,43,591793,2019
21049,831398484,4,43,591793,2019
30950,831420425,17,43,591793,2019
37840,831483863,7,43,591793,2019
42380,831505394,13,43,591793,2019
52004,831462664,252,43,591793,2019
1066,878850456,6,43,591793,2020
7624,878850457,0,43,591793,2020
17203,878794066,6,43,591793,2020
26215,878923290,-4,43,591793,2020
28421,878874732,-10,43,591793,2020
38638,878899018,2,43,591793,2020
40508,878826263,-6,43,591793,2020
48185,878874733,258,43,591793,2020
2634,831389174,6,43,591807,2019
7053,831399177,8,43,591807,2019
13272,831396612,5,43,591807,2019
25778,831462666,-1,43,591807,2019
30951,831420427,2,43,591807,2019
35394,831505395,5,43,591807,2019
43752,831441569,3,43,591807,2019
47064,831387790,478,43,591807,2019
6552,878923292,4,43,591807,2020
7716,878826267,13,43,591807,2020
14601,878850462,11,43,591807,2020
20812,878826266,5,43,591807,2020
32130,878899022,7,43,591807,2020
36054,878776485,9,43,591807,2020
45878,878923295,2,43,591807,2020
47043,878826268,472,43,591807,2020
2021,831405409,6,43,591815,2019
10925,831441571,4,43,591815,2019
18617,831483875,4,43,591815,2019
25779,831462668,-1,43,591815,2019
30684,831441573,-1,43,591815,2019
34434,831373947,5,43,591815,2019
43753,831441572,0,43,591815,2019
46835,831400029,304,43,591815,2019
3632,878794596,3,43,591815,2020
12397,878899024,12,43,591815,2020
13809,878874740,8,43,591815,2020
22363,878799971,0,43,591815,2020
26906,878874741,4,43,591815,2020
33318,878874738,3,43,591815,2020
43447,878788759,4,43,591815,2020
47379,878850470,300,43,591815,2020
2211,831387346,2,43,591823,2019
11240,831420432,1,43,591823,2019
17823,831420433,2,43,591823,2019
24055,831441575,1,43,591823,2019
28870,831391665,0,43,591823,2019
34435,831373956,3,43,591823,2019
40949,831402204,-1,43,591823,2019
51364,831483879,113,43,591823,2019
666,878874744,0,43,591823,2020
13105,878923301,0,43,591823,2020
16801,878799339,0,43,591823,2020
24180,878796327,0,43,591823,2020
26907,878874745,0,43,591823,2020
36055,878776501,0,43,591823,2020
39576,878805067,0,43,591823,2020
48426,878790005,113,43,591823,2020
4211,831484458,10,43,591831,2019
6880,831398287,21,43,591831,2019
14047,831398215,17,43,591831,2019
21370,831397639,-6,43,591831,2019
30401,831463185,-2,43,591831,2019
37908,831442127,4,43,591831,2019
43458,831463184,4,43,591831,2019
51443,831442129,684,43,591831,2019
5857,878899030,8,43,591831,2020
10935,878796560,10,43,591831,2020
18989,878899036,9,43,591831,2020
25521,878899033,4,43,591831,2020
27392,878826274,5,43,591831,2020
36050,878776509,12,43,591831,2020
42856,878783977,1,43,591831,2020
49884,878797839,679,43,591831,2020
881,831400001,9,43,591840,2019
8658,831402223,13,43,591840,2019
13471,831399374,10,43,591840,2019
20168,831396484,-2,43,591840,2019
32331,831462674,1,43,591840,2019
34436,831373962,7,43,591840,2019
43754,831441580,3,43,591840,2019
51368,831483881,728,43,591840,2019
5858,878899039,7,43,591840,2020
13106,878923308,8,43,591840,2020
13810,878874753,18,43,591840,2020
23199,878796216,-1,43,591840,2020
27393,878826277,-11,43,591840,2020
38639,878899038,6,43,591840,2020
43142,878804098,-10,43,591840,2020
50301,878796603,723,43,591840,2020
3110,831505408,3,43,591858,2019
7710,831387513,8,43,591858,2019
18618,831483883,13,43,591858,2019
24344,831420439,4,43,591858,2019
30952,831420441,-1,43,591858,2019
34433,831373970,7,43,591858,2019
39762,831395027,-5,43,591858,2019
52005,831462678,429,43,591858,2019
667,878874755,8,43,591858,2020
13107,878923311,9,43,591858,2020
16140,878787484,7,43,591858,2020
25522,878899044,-7,43,591858,2020
29199,878804709,-5,43,591858,2020
35325,878776524,1,43,591858,2020
40026,878874757,2,43,591858,2020
52432,878923313,428,43,591858,2020
362,831403215,5,43,591866,2019
8276,831393987,12,43,591866,2019
17824,831420443,6,43,591866,2019
24571,831441584,2,43,591866,2019
31743,831483887,8,43,591866,2019
34437,831373980,7,43,591866,2019
40633,831403517,6,43,591866,2019
50575,831420445,452,43,591866,2019
1481,878850483,3,43,591866,2020
8060,878850484,6,43,591866,2020
15805,878793180,9,43,591866,2020
25523,878899047,1,43,591866,2020
32131,878899050,-2,43,591866,2020
35326,878776527,4,43,591866,2020
45253,878899049,-3,43,591866,2020
46552,878874764,454,43,591866,2020
4925,831441598,4,43,591874,2019
11448,831441599,23,43,591874,2019
18307,831420456,12,43,591874,2019
25781,831462694,5,43,591874,2019
29502,831505427,16,43,591874,2019
37841,831483899,9,43,591874,2019
39588,831395862,11,43,591874,2019
52006,831462697,797,43,591874,2019
3267,878799518,5,43,591874,2020
10676,878804148,22,43,591874,2020
14602,878850487,11,43,591874,2020
20328,878874766,5,43,591874,2020
32132,878899054,16,43,591874,2020
35323,878776534,10,43,591874,2020
43449,878788767,11,43,591874,2020
49264,878792168,818,43,591874,2020
4926,831441608,10,43,591904,2019
7731,831388299,19,43,591904,2019
15326,831390037,37,43,591904,2019
23259,831462704,1,43,591904,2019
31206,831483912,-17,43,591904,2019
38456,831462703,11,43,591904,2019
44227,831441609,-18,43,591904,2019
49103,831505438,1160,43,591904,2019
4002,878796686,14,43,591904,2020
10179,878786351,33,43,591904,2020
18990,878899059,18,43,591904,2020
24303,878796785,-2,43,591904,2020
26761,878801612,13,43,591904,2020
33829,878826291,12,43,591904,2020
43727,878786851,15,43,591904,2020
49069,878798527,1167,43,591904,2020
5235,831420468,1,43,591912,2019
11449,831441615,3,43,591912,2019
15414,831404489,0,43,591912,2019
24572,831441614,0,43,591912,2019
31412,831420471,3,43,591912,2019
37239,831441612,1,43,591912,2019
41608,831397708,3,43,591912,2019
50890,831483916,150,43,591912,2019
1610,878850491,3,43,591912,2020
6819,878805094,0,43,591912,2020
17645,878797696,0,43,591912,2020
21290,878850492,-3,43,591912,2020
29564,878789705,-3,43,591912,2020
38640,878899063,0,43,591912,2020
43464,878787059,0,43,591912,2020
48960,878786915,152,43,591912,2020
2508,831390345,9,43,591939,2019
11530,831483917,11,43,591939,2019
18308,831420473,21,43,591939,2019
24573,831441617,2,43,591939,2019
28079,831387847,-8,43,591939,2019
37453,831462711,11,43,591939,2019
42606,831505444,-10,43,591939,2019
46843,831403256,866,43,591939,2019
4562,878789810,6,43,591939,2020
11051,878791558,21,43,591939,2020
14736,878850500,16,43,591939,2020
23704,878788959,-2,43,591939,2020
30513,878801247,3,43,591939,2020
33830,878826297,4,43,591939,2020
43647,878796884,5,43,591939,2020
49175,878799758,861,43,591939,2020
5236,831420475,0,43,591947,2019
11821,831462714,3,43,591947,2019
18022,831441622,1,43,591947,2019
20102,831395045,0,43,591947,2019
27917,831389621,2,43,591947,2019
35070,831374046,0,43,591947,2019
42607,831505448,2,43,591947,2019
50815,831441623,142,43,591947,2019
668,878874776,4,43,591947,2020
9074,878792614,1,43,591947,2020
14737,878850503,2,43,591947,2020
21291,878850502,-3,43,591947,2020
30197,878800933,-4,43,591947,2020
33319,878874775,1,43,591947,2020
41018,878850504,-1,43,591947,2020
46553,878874779,140,43,591947,2020
5237,831420477,1,43,591955,2019
7829,831403505,5,43,591955,2019
15020,831387865,1,43,591955,2019
20075,831388229,0,43,591955,2019
31413,831420479,4,43,591955,2019
35071,831374056,1,43,591955,2019
44284,831483925,4,43,591955,2019
47302,831398501,116,43,591955,2019
1166,878826302,1,43,591955,2020
9444,878787228,1,43,591955,2020
13811,878874781,0,43,591955,2020
23396,878788042,0,43,591955,2020
27828,878850509,1,43,591955,2020
34294,878850508,1,43,591955,2020
45558,878899075,1,43,591955,2020
46554,878874785,120,43,591955,2020
916,831404674,1,43,591963,2019
11721,831420481,4,43,591963,2019
13753,831387954,3,43,591963,2019
22138,831390332,3,43,591963,2019
31138,831441627,4,43,591963,2019
35068,831374063,4,43,591963,2019
44591,831462720,1,43,591963,2019
47671,831403553,122,43,591963,2019
1167,878826305,0,43,591963,2020
7239,878874787,2,43,591963,2020
15753,878787430,2,43,591963,2020
22458,878792904,1,43,591963,2020
26908,878874790,1,43,591963,2020
35544,878776588,1,43,591963,2020
40027,878874788,0,43,591963,2020
47044,878826307,125,43,591963,2020
2257,831394010,6,43,591980,2019
11531,831483930,4,43,591980,2019
18023,831441631,7,43,591980,2019
24574,831441629,-3,43,591980,2019
31585,831420486,-6,43,591980,2019
35578,831505458,3,43,591980,2019
44681,831420485,-3,43,591980,2019
50812,831441633,227,43,591980,2019
1168,878826308,3,43,591980,2020
7240,878874793,1,43,591980,2020
18060,878923338,18,43,591980,2020
24356,878798498,0,43,591980,2020
28908,878798691,-17,43,591980,2020
35545,878776598,3,43,591980,2020
40509,878826310,-17,43,591980,2020
48949,878783952,224,43,591980,2020
3289,831505461,8,43,591998,2019
7150,831388722,34,43,591998,2019
18114,831483937,33,43,591998,2019
24659,831483935,7,43,591998,2019
31586,831420488,8,43,591998,2019
33227,831374076,15,43,591998,2019
39949,831389257,1,43,591998,2019
50816,831441636,1518,43,591998,2019
669,878874796,28,43,591998,2020
12723,878899082,12,43,591998,2020
17242,878797180,42,43,591998,2020
21242,878826312,-10,43,591998,2020
31200,878923342,-40,43,591998,2020
35546,878776604,18,43,591998,2020
40984,878826313,-30,43,591998,2020
50640,878804233,1515,43,591998,2020
6245,831446405,253,43,592005,2019
8264,831389603,574,43,592005,2019
15969,831488761,568,43,592005,2019
22484,831510247,29,43,592005,2019
28751,831394965,35,43,592005,2019
35189,831510245,282,43,592005,2019
43297,831467344,6,43,592005,2019
48674,831510250,25218,43,592005,2019
2036,878850525,335,43,592005,2020
11220,878795077,522,43,592005,2020
14685,878826315,655,43,592005,2020
24157,878791549,-113,43,592005,2020
32528,878899087,-246,43,592005,2020
35125,878874800,222,43,592005,2020
44385,878923346,-133,43,592005,2020
48947,878783937,25146,43,592005,2020
1299,831404000,16,43,592013,2019
7326,831387198,31,43,592013,2019
17535,831446182,39,43,592013,2019
21059,831399714,1,43,592013,2019
31032,831467130,-7,43,592013,2019
35444,831510039,17,43,592013,2019
40778,831401193,-8,43,592013,2019
50677,831467131,1812,43,592013,2019
6295,878899090,15,43,592013,2020
8145,878826319,65,43,592013,2020
16713,878785369,51,43,592013,2020
21704,878850528,-1,43,592013,2020
29460,878799320,13,43,592013,2020
37780,878923349,14,43,592013,2020
41836,878874804,14,43,592013,2020
47994,878850529,1814,43,592013,2020
4810,831467133,24,43,592021,2019
9160,831391359,33,43,592021,2019
13673,831396483,40,43,592021,2019
21401,831403153,-6,43,592021,2019
29348,831510043,-13,43,592021,2019
37129,831467132,18,43,592021,2019
41607,831397698,-7,43,592021,2019
47163,831400975,2109,43,592021,2019
5250,878923354,18,43,592021,2020
11829,878923355,41,43,592021,2020
15470,878874807,18,43,592021,2020
22521,878803289,8,43,592021,2020
30304,878796244,31,43,592021,2020
39065,878899096,26,43,592021,2020
41457,878850533,23,43,592021,2020
48339,878874811,2112,43,592021,2020
3120,831510045,16,43,592030,2019
10934,831446189,28,43,592030,2019
18963,831424892,37,43,592030,2019
24064,831446188,18,43,592030,2019
31033,831467136,9,43,592030,2019
36729,831446187,34,43,592030,2019
39669,831402789,-9,43,592030,2019
47165,831400980,1906,43,592030,2019
4342,878801693,15,43,592030,2020
9310,878792809,38,43,592030,2020
17363,878794659,38,43,592030,2020
24945,878923358,-3,43,592030,2020
28229,878850538,-3,43,592030,2020
34251,878826321,12,43,592030,2020
43765,878792581,0,43,592030,2020
49662,878784283,1921,43,592030,2020
4436,831446191,63,43,592048,2019
11342,831467139,110,43,592048,2019
16080,831488536,103,43,592048,2019
22611,831488535,-20,43,592048,2019
26680,831398984,-13,43,592048,2019
38190,831424895,43,43,592048,2019
40031,831397261,7,43,592048,2019
50678,831467140,4393,43,592048,2019
2385,878874818,62,43,592048,2020
11080,878793683,115,43,592048,2020
15471,878874821,104,43,592048,2020
22044,878874820,-24,43,592048,2020
29712,878795204,-13,43,592048,2020
35126,878874817,38,43,592048,2020
41458,878850540,11,43,592048,2020
51200,878923364,4365,43,592048,2020
3121,831510056,6,43,592056,2019
10936,831446202,15,43,592056,2019
16233,831510057,9,43,592056,2019
22612,831488543,2,43,592056,2019
26486,831397958,8,43,592056,2019
35445,831510054,8,43,592056,2019
44115,831467146,6,43,592056,2019
50679,831467148,829,43,592056,2019
3305,878785051,16,43,592056,2020
11830,878923367,9,43,592056,2020
15111,878850544,11,43,592056,2020
23750,878798850,-5,43,592056,2020
27048,878874827,-7,43,592056,2020
35543,878776646,11,43,592056,2020
43949,878799186,-2,43,592056,2020
50342,878803897,832,43,592056,2020
5898,831424899,32,43,592064,2019
10935,831446196,52,43,592064,2019
17536,831446197,36,43,592064,2019
20770,831404723,-16,43,592064,2019
29195,831488540,0,43,592064,2019
34941,831383506,16,43,592064,2019
41813,831391066,16,43,592064,2019
48466,831390843,2170,43,592064,2019
4451,878796308,41,43,592064,2020
8146,878826327,53,43,592064,2020
18383,878923371,34,43,592064,2020
22480,878797754,-22,43,592064,2020
29584,878796457,-3,43,592064,2020
35728,878776653,19,43,592064,2020
40174,878874830,19,43,592064,2020
51201,878923373,2160,43,592064,2020
1099,831401378,8,43,592072,2019
12424,831424903,30,43,592072,2019
16234,831510060,21,43,592072,2019
24065,831446206,-1,43,592072,2019
27385,831391800,8,43,592072,2019
37130,831467149,7,43,592072,2019
42284,831488547,9,43,592072,2019
50680,831467151,834,43,592072,2019
2869,878784718,9,43,592072,2020
10178,878786349,14,43,592072,2020
16384,878787673,6,43,592072,2020
21243,878826331,-2,43,592072,2020
28230,878850556,6,43,592072,2020
35729,878776663,7,43,592072,2020
44674,878923376,8,43,592072,2020
50516,878784662,836,43,592072,2020
45,831394098,28,43,592081,2019
9637,831510064,32,43,592081,2019
18964,831424904,23,43,592081,2019
24458,831467152,-10,43,592081,2019
27926,831393974,-1,43,592081,2019
33127,831383528,18,43,592081,2019
42285,831488550,9,43,592081,2019
50860,831467155,1688,43,592081,2019
1571,878826335,17,43,592081,2020
12829,878899110,36,43,592081,2020
16800,878799330,19,43,592081,2020
22494,878797259,-6,43,592081,2020
28231,878850565,11,43,592081,2020
34768,878850559,11,43,592081,2020
41459,878850564,17,43,592081,2020
52186,878899111,1698,43,592081,2020
4437,831446211,11,43,592099,2019
12593,831424908,22,43,592099,2019
16081,831488555,19,43,592099,2019
21579,831402020,1,43,592099,2019
28626,831394050,4,43,592099,2019
38364,831424907,12,43,592099,2019
40877,831391217,3,43,592099,2019
48806,831488560,997,43,592099,2019
1572,878826339,8,43,592099,2020
10702,878785886,22,43,592099,2020
15618,878791311,25,43,592099,2020
22720,878787503,-3,43,592099,2020
31542,878923381,-6,43,592099,2020
34769,878850566,5,43,592099,2020
44117,878799459,-3,43,592099,2020
49242,878785634,996,43,592099,2020
6064,831424911,51,43,592102,2019
7707,831387491,63,43,592102,2019
14177,831392914,30,43,592102,2019
19774,831396997,-31,43,592102,2019
32257,831424912,2,43,592102,2019
33128,831383539,20,43,592102,2019
40293,831404717,33,43,592102,2019
46033,831399750,2411,43,592102,2019
3827,878786101,63,43,592102,2020
9931,878795923,55,43,592102,2020
